id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,nama,alamat,tahun
227,32,JAWA BARAT,3273,KOTA BANDUNG,ASSOCIATION OF THE INDONESIAN TOURS & TRAVEL AGENCIES,"JL. TAMBLONG NO.10 - KB. PISANG - KEC. SUMUR BANDUNG - KOTA
  BANDUNG - JAWA BARAT 40111",2024
228,32,JAWA BARAT,3273,KOTA BANDUNG,TX TRAVEL SUNDA,"SUNDA MALL - JL. SUNDA NO.50 B - KB. PISANG - KEC. SUMUR
  BANDUNG - KOTA BANDUNG - JAWA BARAT 40112",2024
229,32,JAWA BARAT,3273,KOTA BANDUNG,TRAVEL CENTRE,"ITC KOSAMBI - JL. BARANANG SIANG BLOK D5 - KEBON PISANG -
  SUMURBANDUNG - BANDUNG CITY - WEST JAVA 40112",2024
230,32,JAWA BARAT,3273,KOTA BANDUNG,MARISA TOUR & TRAVEL,"BE MALL - JL. NARIPAN LANTAI UG - KB. PISANG - KEC. SUMUR
  BANDUNG - KOTA BANDUNG - JAWA BARAT 40112",2024
231,32,JAWA BARAT,3273,KOTA BANDUNG,ADYATAMA TOUR & TRAVEL,"MENARA ASIA AFRIKA - JL. ASIA AFRIKA NO.133-137 - KB. PISANG -
  KEC. SUMUR BANDUNG - KOTA BANDUNG - JAWA BARAT 40112",2024
232,32,JAWA BARAT,3273,KOTA BANDUNG,M2 TOUR AND TRAVEL BANDUNG,"WISMA BUMIPUTERA - JL. ASIA AFRIKA NO.141 - 149 3RD FLOOR -
  KB. PISANG - KEC. SUMUR BANDUNG - KOTA BANDUNG - JAWA BARAT 40112",2024
233,32,JAWA BARAT,3273,KOTA BANDUNG,MYDUTA TOUR,"JL. BELITUNG NO.3 - MERDEKA - KEC. SUMUR BANDUNG - KOTA
  BANDUNG - JAWA BARAT 40113",2024
234,32,JAWA BARAT,3273,KOTA BANDUNG,MANHA TOUR & TRAVEL,"JL. BANDA NO.5S - MERDEKA - KEC. SUMUR BANDUNG - KOTA BANDUNG
  - JAWA BARAT 40113",2024
235,32,JAWA BARAT,3273,KOTA BANDUNG,RAKA TOURS & TRAVEL,"JL. BELITUNG NO.4 - MERDEKA - KEC. SUMUR BANDUNG - KOTA
  BANDUNG - JAWA BARAT 40113",2024
236,32,JAWA BARAT,3273,KOTA BANDUNG,PANORAMA JTB BANDUNG,"JL. SUNDA NO.76D - MERDEKA - KEC. SUMUR BANDUNG - KOTA BANDUNG
  - JAWA BARAT 40113",2024
237,32,JAWA BARAT,3273,KOTA BANDUNG,ADRIANLUTFI TOUR TRAVEL,"JL. GANDAPURA NO.24 - MERDEKA - KEC. SUMUR BANDUNG - KOTA
  BANDUNG - JAWA BARAT 40000",2024
238,32,JAWA BARAT,3273,KOTA BANDUNG,ESCAPEINAJA KARIMUNJAWA TRAVEL,"JL. BELITUNG NO.22 - MERDEKA - KEC. SUMUR BANDUNG - KOTA
  BANDUNG - JAWA BARAT 40113",2024
239,32,JAWA BARAT,3273,KOTA BANDUNG,BARNIEY WISATA TOUR AND TRANSPORT,"JL. TARUNA RAYA NO.29 - PASIR ENDAH - KEC. UJUNG BERUNG - KOTA
  BANDUNG - JAWA BARAT 40619",2024
