priority,impact_score,task_type,location_id,location_name,category,display_status,issue_codes,fields_to_complete,current_is_active_verified,current_media_available,current_sentiment_available,current_avg_rating,current_coordinate_verified,candidate_value,candidate_source_url,candidate_status,candidate_match_title,candidate_match_score,evidence_sources,recommended_action,auto_apply_allowed,reviewer_status,reviewer_note
P1,95,active_status_verification,LOC-157,Hutan Pinus Rahong,Wisata Alam,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.277777777777778,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-045,Jendela Alam,Tempat Belajar,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.562403697996919,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-046,Kampung Buyut Cipageran (Kabuci) Asih Putera,Desa Wisata,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.552361396303901,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-047,Kampung Cireundeu,Desa Wisata,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.62962962962963,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-154,Kampung Singkur,Wisata Petualangan,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.823529411764706,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-050,Kawah Putih,Wisata Alam,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.49,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-160,Kawah Wayang,Wisata Alam,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.615384615384615,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-051,Kebun Begonia Lembang,Wisata Alam,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.578833693304536,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-223,Kebun Strawberry Emte Highland Resort,Wisata Alam,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.239382239382239,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-117,Kiara Artha Park,Rekreasi Keluarga,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.353463587921847,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-205,Lapangan Gasibu,Taman Kota,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.612732095490716,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-126,Lawangwangi Creative Space,Tempat Seni,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.776785714285714,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-054,Lembang Wonderland,Rekreasi Keluarga,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,3.1142857142857143,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-165,Malabar Mountain Coffee Shop & Eatery,Tempat Kuliner,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.726256983240224,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-055,Maribaya Natural Hotspring Resort,Wisata Alam,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.285714285714286,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-056,Masjid Agung Bandung,Tempat Ibadah,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.09,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-058,Masjid Jami' Al Baakhirah,Tempat Ibadah,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.75,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-203,Masjid Raya Al-Jabbar,Tempat Ibadah,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.75,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-179,Mini Mania Lembang,Rekreasi Keluarga,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.409090909090909,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-207,Monumen Bandung Lautan Api,Tempat Sejarah,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.214285714285714,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-206,Monumen Perjuangan Rakyat Jawa Barat,Tempat Sejarah,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.625,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-124,Museum Barli,Tempat Belajar,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.555555555555555,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
P1,95,active_status_verification,LOC-060,Museum Geologi Bandung,Tempat Belajar,active_candidate,W_ACTIVE_VERIFICATION_MISSING,is_active_verified,,True,True,4.89,True,,,,,,manual_realworld_verification_queue,Verify whether place is active/open from reliable source; set True/False with evidence URL.,False,todo,
