penginapan_id,name,property_type,latitude,longitude,distance_km_reference,hotel_recommendation_score,hotel_distance_score,hotel_rating_score,hotel_sentiment_ranking_score,hotel_price_score,hotel_data_quality_score,hotel_review_confidence_score,overall_rating,reviews,price_lowest,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_adjusted_sentiment_label,hotel_review_confidence_label
LODGE-00958,Meize City Center Hotel Bandung,hotel,-6.9148,107.6178,0.3327594235870805,90.25240590666512,0.9376008934295316,0.8400000000000001,0.8280111238529091,0.9688391255915372,1.0,0.7945271180731653,4.2,3756.0,232517.0,19,0.6560222477058183,Positif,high_review_confidence
LODGE-01081,Vio Hotel Veteran,hotel,-6.9193,107.6149,0.5049781218723309,89.32122018211824,0.9082688231101309,0.86,0.8430816570433555,0.9528001101736852,1.0,0.7809231275810943,4.3,1669.0,268248.0,18,0.6861633140867108,Positif,high_review_confidence
LODGE-00936,Hotel Rumah Tawa Syariah,hotel,-6.917,107.6149,0.4669417054744735,89.28119793539231,0.914588131604387,0.8800000000000001,0.8087086027787369,0.9631854523333623,1.0,0.735345059546968,4.4,356.0,245112.0,15,0.6174172055574737,Positif,medium_review_confidence
LODGE-01056,The Suddha Asia Afrika Bandung,hotel,-6.922,107.6133,0.8125744251231525,87.76911338831988,0.8602040394337082,0.9,0.8102972679911509,0.9585143825497524,1.0,0.8537091765993627,4.5,367.0,255518.0,24,0.6205945359823017,Positif,high_review_confidence
LODGE-01037,Sentra Inn Bandung,hotel,-6.9252,107.6191,0.8562021177981832,86.99559874268631,0.8537956681522292,0.86,0.8281750142156694,0.9785174780424708,1.0,0.8074672292006082,4.3,438.0,210956.0,20,0.6563500284313388,Positif,high_review_confidence
LODGE-01136,"INAP at Capsule Hostel Bandung, Grand Asia Afrika",hotel,-6.9241,107.6183,0.7391814332581315,86.88976155881835,0.8712043796046193,0.8800000000000001,0.7884844850087706,0.9563530140115934,0.95,0.7945271180731653,4.4,796.0,260333.0,19,0.5769689700175411,Positif,high_review_confidence
LODGE-01065,Urbanview Hotel Grand Malabar Bandung,hotel,-6.92,107.6242,0.6278591411843091,86.57207958558982,0.8884373035228127,0.82,0.7769590155358411,0.9693701534172157,1.0,0.735345059546968,4.1,344.0,231334.0,15,0.5539180310716822,Positif,medium_review_confidence
LODGE-01095,éL Hotel Bandung,hotel,-6.9161,107.6106,0.9511058466590756,86.18455605315062,0.8401799814746997,0.9199999999999999,0.85987769980969,0.7325609205176584,1.0,0.8930730810350309,4.6,20541.0,758887.0,28,0.7197553996193801,Positif,high_review_confidence
LODGE-01021,Rizh Hotel,hotel,-6.9283,107.6202,1.207029744410401,86.03183463495468,0.8055382696534742,0.9,0.8425258406713596,0.9938028199866844,1.0,0.8315947339852858,4.5,203.0,176904.0,22,0.6850516813427193,Positif,high_review_confidence
LODGE-00930,Hotel Dafam RIO Bandung,hotel,-6.9142,107.6291,1.1632520558927395,86.01232773120347,0.8112600222506648,0.9199999999999999,0.8359051654751841,0.9167319640865388,1.0,0.8641112811083488,4.6,2202.0,348599.0,25,0.6718103309503682,Positif,high_review_confidence
