parent_penginapan_id,hotel_review_count_analyzed,hotel_sentiment_score,hotel_sentiment_confidence_mean,positive_review_count,neutral_review_count,negative_review_count,review_target_count,hotel_adjusted_sentiment_score,hotel_sentiment_label,hotel_adjusted_sentiment_label,hotel_review_confidence,hotel_review_confidence_label,hotel_sentiment_model_source,hotel_sentiment_model_version,hotel_sentiment_prior_score,hotel_sentiment_review_count_p95
LODGE-01572,3,0.796012890705053,0.8233035192826889,3,0,0,1,0.6011513668750722,Positif,Positif,0.367672529773484,low_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.399999999999864
LODGE-01574,14,0.7519554544942693,0.9099067425201872,13,0,1,1,0.6250056271122413,Positif,Positif,0.7182281744178088,medium_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.399999999999864
LODGE-01577,27,0.7664910840815179,0.9213267352635952,24,0,3,1,0.6515356239281124,Positif,Positif,0.8837661728559647,high_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.399999999999864
LODGE-01579,17,0.6042446260598081,0.9361341696531875,14,0,3,1,0.5932110808250808,Positif,Positif,0.7665834371229969,high_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.399999999999864
LODGE-01580,2,0.9462390429849425,0.9580960944660586,2,0,0,1,0.6031819588121837,Positif,Positif,0.2913735861181275,low_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.399999999999864
LODGE-01582,16,0.9193674130691134,0.9356026010407348,16,0,0,1,0.6694373088086286,Positif,Positif,0.7514239015988126,high_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.399999999999864
LODGE-01586,24,0.9417667897467248,0.9582558331189847,24,0,0,1,0.7037214422457442,Positif,Positif,0.8537091765993627,high_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.399999999999864
LODGE-01589,18,0.14647874304443237,0.8303719604917569,10,0,8,1,0.47220001686858015,Netral,Positif,0.7809231275810943,high_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.399999999999864
LODGE-01590,13,0.6834411332723201,0.9193131409992084,11,0,2,1,0.6088526746794259,Positif,Positif,0.6999299079692226,medium_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.399999999999864
LODGE-01591,10,0.9242404237194817,0.9416037338580526,10,0,0,1,0.6452564668243082,Positif,Positif,0.6359689874013769,medium_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.399999999999864
LODGE-01594,17,0.27187095631780506,0.8927798071961197,11,0,6,1,0.5088774631293486,Positif,Positif,0.7665834371229969,high_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.399999999999864
LODGE-01597,3,0.9254396033199356,0.9400344760693867,3,0,0,1,0.6084774072117638,Positif,Positif,0.367672529773484,low_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.399999999999864
