penginapan_id,name,property_type,latitude,longitude,distance_km_reference,hotel_recommendation_score,hotel_distance_score,hotel_rating_score,hotel_sentiment_ranking_score,hotel_price_score,hotel_data_quality_score,hotel_review_confidence_score,overall_rating,reviews,price_lowest,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_adjusted_sentiment_label,hotel_review_confidence_label
LODGE-01133,Hotel Doorman Guest House,guest_house,-6.9175,107.5997,2.141481551250624,79.49796963501652,0.7001348339441408,0.9199999999999999,0.749392045704339,0.9820600575862195,0.95,0.7906177715969572,4.6,337.0,203064.0,17,0.4987840914086782,Positif,high_review_confidence
LODGE-00870,Bantal Guling Guest House Alun-alun Bandung,guest_house,-6.932,107.6065,2.1293269974621483,79.13965981911049,0.7013284706648842,0.82,0.7909976105057923,1.0,1.0,0.8327833742196082,4.1,821.0,122364.0,20,0.5819952210115845,Positif,high_review_confidence
LODGE-01056,The Suddha Asia Afrika Bandung,hotel,-6.922,107.6133,0.8125744251231525,78.53581121746464,0.8602040394337082,0.9,0.5,0.9585143825497524,1.0,0.0,4.5,367.0,255518.0,0,,Belum tersedia,missing_review_confidence
LODGE-01065,Urbanview Hotel Grand Malabar Bandung,hotel,-6.92,107.6242,0.6278591411843091,78.46401003928152,0.8884373035228127,0.82,0.5,0.9693701534172157,1.0,0.0,4.1,344.0,231334.0,0,,Belum tersedia,missing_review_confidence
LODGE-01136,"INAP at Capsule Hostel Bandung, Grand Asia Afrika",hotel,-6.9241,107.6183,0.7391814332581315,78.3013742083122,0.8712043796046193,0.8800000000000001,0.5,0.9563530140115934,0.95,0.0,4.4,796.0,260333.0,0,,Belum tersedia,missing_review_confidence
LODGE-01296,Platinum 1010 Studio Tera Apartemen Bandung City View - One-Bedroom Apartment,apartment,-6.9164,107.6121,0.7823214243620615,77.77468399254721,0.8647046113579943,0.9400000000000001,0.5,0.8492196090486065,0.9,0.0,4.7,22.0,499000.0,0,,Belum tersedia,missing_review_confidence
LODGE-00934,Hotel Kumala Bandung,hotel,-6.9223,107.614,0.7757595788811534,77.70991343153919,0.865687003019016,0.8400000000000001,0.5,0.9593331439648306,1.0,0.0,4.2,918.0,253694.0,0,,Belum tersedia,missing_review_confidence
LODGE-01037,Sentra Inn Bandung,hotel,-6.9252,107.6191,0.8562021177981832,77.70746236923254,0.8537956681522292,0.86,0.5,0.9785174780424708,1.0,0.0,4.3,438.0,210956.0,0,,Belum tersedia,missing_review_confidence
LODGE-01411,dPalma Hotel,hotel,-6.9224,107.6205,0.566348195824017,77.65318637273617,0.8982549822792433,0.82,0.5,0.9468569077966915,0.85,0.0,4.1,748.0,281488.0,0,,Belum tersedia,missing_review_confidence
LODGE-01288,Modern and Comfy Studio Room at Grand Asia Afrika Apartment By Travelio - Studio Apartment,apartment,-6.9238,107.6184,0.7047775914797404,77.35554344640472,0.8764583578977124,0.89,0.5,0.8438797045564074,0.9,0.0,4.45,8.0,510896.0,0,,Belum tersedia,missing_review_confidence
LODGE-01472,RedDoorz @ Natuna,hotel,-6.9173,107.6174,0.18896881464536608,77.12121646461992,0.9635825881026651,0.9199999999999999,0.5,0.4,0.8,0.0,4.6,15.0,,0,,Belum tersedia,missing_review_confidence
LODGE-00937,Hotel Sabang,hotel,-6.9095,107.6239,1.0354057578960008,77.12001215256107,0.8284447145013573,0.8800000000000001,0.5,1.0,1.0,0.0,4.4,744.0,138369.0,0,,Belum tersedia,missing_review_confidence
LODGE-00862,Apartemen Tera Residence - Two-Bedroom Apartment,apartment,-6.9159,107.6127,0.728527041362529,77.11337988999671,0.872824718099044,0.9,0.5,0.7373630639488578,1.0,0.0,4.5,8.0,748189.0,0,,Belum tersedia,missing_review_confidence
LODGE-01340,Apartemen Tera Residence - Apartment with Balcony,apartment,-6.9159,107.6127,0.728527041362529,77.05029308404963,0.872824718099044,0.9,0.5,0.8470200855102932,0.85,0.0,4.5,8.0,503900.0,0,,Belum tersedia,missing_review_confidence
LODGE-01234,Chara Hotel,hotel,-6.9225,107.6197,0.5599064181009737,76.96586782379754,0.8992957118346222,0.8,0.5,0.8663956434710601,0.9,0.0,4.0,1386.0,460736.0,0,,Belum tersedia,missing_review_confidence
