penginapan_id,name,property_type,property_type_final,latitude,longitude,region_bucket,overall_rating,reviews,price_lowest,price_display,data_quality_score,data_quality_label,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_adjusted_sentiment_label,hotel_review_confidence_label,capacity_min_estimated,capacity_max_estimated,capacity_confidence,listing_policy_status,listing_policy_action,manual_decision,manual_note,ranking_tier_after_p1,primary_ranking_allowed_after_p1,secondary_ranking_allowed_after_p1,drop_from_dataset_after_p1,manual_validation_needed_after_p1,manual_validation_topic_after_p1
LODGE-00046,Redliving Apartement gateway Pasteur-TN Hospitality Tower Topaz C Bs 01,apartment,apartment,-6.8905,107.5662,cimahi_baros_pasteur,4.7,20.0,269680.0,Rp 269.680,1.0,high,18,0.6324634203553542,Positif,high_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00051,Valle Verde Villas - Three-Bedroom Villa,villa,villa,-6.8189,107.5445,cimahi_baros_pasteur,3.9,4.0,2017880.0,Rp 2.017.880,1.0,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00057,Clamitan House - Villa,villa,villa,-6.8495,107.4728,cimahi_baros_pasteur,4.4,5.0,726886.0,Rp 726.886,0.95,high,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00058,Collection O 1453 The Edge Apartment Cimahi By Kamarku,apartment,apartment,-6.8986,107.537,cimahi_baros_pasteur,4.0,1.0,197846.0,Rp 197.846,0.95,high,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00059,Daymentroom Apartemen R711 2 BR Pasteur Bandung - Two-Bedroom Apartment,apartment,apartment,-6.8902,107.5656,cimahi_baros_pasteur,4.5,3.0,554366.0,Rp 554.366,0.95,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00061,Haha house - Three-Bedroom Villa,villa,villa,-6.8595,107.481,cimahi_baros_pasteur,4.4,4.0,1356592.0,Rp 1.356.592,0.95,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00063,High Livin Apartment Pasteur,apartment,apartment,-6.8902,107.5658,cimahi_baros_pasteur,2.65,3.0,322385.0,Rp 322.385,0.95,high,23,0.2967450806304488,Positif,high_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00068,Luxurious & Cozy 2BR Gateway Pasteur Apartment near Exit Toll By Travelio,apartment,apartment,-6.8903,107.5657,cimahi_baros_pasteur,2.75,2.0,823569.0,Rp 823.569,0.95,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00071,R30 Apartemen Gateway Pasteur 2BR Daymentroom - Two-Bedroom Apartment,apartment,apartment,-6.8903,107.5657,cimahi_baros_pasteur,4.45,8.0,497128.0,Rp 497.128,0.95,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00086,Best Choice 2Br Apartment At The Edge Bandung - Apartment,apartment,apartment,-6.8958,107.5367,cimahi_baros_pasteur,1.2,1.0,644288.0,Rp 644.288,0.9,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00092,Homey 1BR Apartment at The Edge Bandung By Travelio - One-Bedroom Apartment,apartment,apartment,-6.8971,107.5373,cimahi_baros_pasteur,2.0,2.0,511393.0,Rp 511.393,0.9,high,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00094,Larisa Homestay Syariah - Three-Bedroom House,guest_house,guest_house,-6.87,107.4563,cimahi_baros_pasteur,4.6333,36.0,1288551.0,Rp 1.288.551,0.9,high,0,,Belum tersedia,missing_review_confidence,5,6,medium_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00099,The Edge by Lia - Studio,apartment,apartment,-6.8975,107.5366,cimahi_baros_pasteur,4.175,49.0,233943.0,Rp 233.943,0.9,high,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00101,Apartemen The Edge Baros - Kamarku,apartment,apartment,-6.8979256,107.536754,cimahi_baros_pasteur,3.6,182.0,168399.0,Rp 168.399,0.88,high,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00107,Hotel The Edge Apartemen Baros Cantik - One-Bedroom Apartment,apartment,apartment,-6.8974,107.5375,cimahi_baros_pasteur,2.25,2.0,,,0.85,high,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00108,"Imah Safina, Cozy Private Home Syariah in Padalarang - Three-Bedroom House",vacation_rental,vacation_rental,-6.8497,107.5115,cimahi_baros_pasteur,5.0,2.0,,,0.85,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00111,"Kyoto House - KBP with Onsen style pool, Warm water, Near Parahyangan Golf - Three-Bedroom House",vacation_rental,vacation_rental,-6.8735,107.4698,cimahi_baros_pasteur,,,3134714.0,Rp 3.134.714,0.85,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00115,Naomi Home Villa Bandung near Wahoo Whoosh - Three-Bedroom House,villa,villa,-6.8695,107.4571,cimahi_baros_pasteur,4.5,1.0,,,0.85,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00118,Private Villa Hana - Three-Bedroom Villa,villa,villa,-6.8293,107.5542,cimahi_baros_pasteur,4.5,1.0,,,0.85,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00119,Rumah Kembar DI kawasan wisata lembang - Three-Bedroom Villa,villa,villa,-6.8455,107.5451,cimahi_baros_pasteur,,,817398.0,Rp 817.398,0.85,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00123,Simply Bright Studio Gateway Pasteur By Travelio,apartment,apartment,-6.8894,107.5675,cimahi_baros_pasteur,3.0,2.0,469664.0,Rp 469.664,0.85,high,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00124,Studio Gateway Pasteur By Kevin Property Diamond,apartment,apartment,-6.8903,107.5664,cimahi_baros_pasteur,,,289650.0,Rp 289.650,0.85,high,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00125,Studio Gateway Pasteur By Kevin Property Topaz A,apartment,apartment,-6.8893,107.5664,cimahi_baros_pasteur,,,292204.0,Rp 292.204,0.85,high,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00126,Studio Gateway Pasteur By Kevin Property Topaz B,apartment,apartment,-6.8903,107.5661,cimahi_baros_pasteur,,,289976.0,Rp 289.976,0.85,high,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00128,The Mansion Kotabaru Parahyangan - Four-Bedroom House,vacation_rental,vacation_rental,-6.8681,107.4745,cimahi_baros_pasteur,5.0,1.0,,,0.85,high,0,,Belum tersedia,missing_review_confidence,6,8,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00129,Vila murah di dekat kawasan wisata lembang - Three-Bedroom House,vacation_rental,vacation_rental,-6.8466,107.5451,cimahi_baros_pasteur,1.85,3.0,,,0.85,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00130,Villa Camp Forest by Little Bnb - Three-Bedroom Villa,villa,villa,-6.8641,107.4574,cimahi_baros_pasteur,,,3902923.0,Rp 3.902.923,0.85,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00134,Apartemen Gateway Pasteur,apartment,apartment,-6.88972044,107.5660095,cimahi_baros_pasteur,4.45,7.0,302273.0,Rp 302.273,0.84,high,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00136,High Livin Apartment Pasteur - Two-Bedroom Apartment,apartment,apartment,-6.890170097,107.5657883,cimahi_baros_pasteur,2.65,3.0,476397.0,Rp 476.397,0.84,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00137,Mountain View at The Edge,apartment,apartment,-6.897422314,107.5370865,cimahi_baros_pasteur,3.5,2.0,250364.0,Rp 250.364,0.84,high,87,0.5026541853058258,Positif,high_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00142,3BR Villa Punawangi With Jacuzzi,villa,villa,-6.8695,107.4546,cimahi_baros_pasteur,4.65,3.0,,,0.8,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00145,Apartment 1BR Gateway Pasteur By Kevin Property,apartment,apartment,-6.89,107.5662,cimahi_baros_pasteur,,,313720.0,Rp 313.720,0.8,high,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00146,Apartment 1BR Gateway Pasteur By Kevin Property,apartment,apartment,-6.8901,107.5657,cimahi_baros_pasteur,,,323811.0,Rp 323.811,0.8,high,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00149,Best Choice 2BR Apartment at The Edge Bandung By Travelio,apartment,apartment,-6.8971,107.5373,cimahi_baros_pasteur,,,535868.0,Rp 535.868,0.8,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00152,"Casa de Jingga - KBP with Aesthetic Pool, Fun for Family Friends, Near Whoosh High Speed Train - Three-Bedroom House",vacation_rental,vacation_rental,-6.8731,107.4728,cimahi_baros_pasteur,4.85,15.0,,,0.8,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00155,Good Choice Studio at Gateway Pasteur Apartment By Travelio,apartment,apartment,-6.8911,107.5656,cimahi_baros_pasteur,,,485629.0,Rp 485.629,0.8,high,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00156,Great Choice 2BR at The Edge Bandung By Travelio,apartment,apartment,-6.8975,107.5374,cimahi_baros_pasteur,,,600416.0,Rp 600.416,0.8,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00157,Great Escape Apartment Baros,apartment,apartment,-6.8975,107.5369,cimahi_baros_pasteur,,,173634.0,Rp 173.634,0.8,high,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00161,Homey 1BR Apartment @ The Edge Bandung By Travelio,apartment,apartment,-6.8971,107.5373,cimahi_baros_pasteur,,,386058.0,Rp 386.058,0.8,high,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00162,Homey 2BR Apartment at The Edge Bandung By Travelio,apartment,apartment,-6.8975,107.5374,cimahi_baros_pasteur,,,558883.0,Rp 558.883,0.8,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00164,"Imah Safina, Cozy Private Home Syariah in Padalarang - Three-Bedroom House",vacation_rental,vacation_rental,-6.8497,107.5115,cimahi_baros_pasteur,5.0,2.0,,,0.8,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00165,"Kyoto House - KBP with Onsen style pool, Warm water, Near Parahyangan Golf - Three-Bedroom House",vacation_rental,vacation_rental,-6.8735,107.4698,cimahi_baros_pasteur,,,3137870.0,Rp 3.137.870,0.8,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00166,Mizu Haven KBP- Japandi Villa Style,villa,villa,-6.8458,107.4736,cimahi_baros_pasteur,,,2763636.0,Rp 2.763.636,0.8,high,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00167,Naomi Home Villa Bandung near Wahoo Whoosh - Three-Bedroom House,villa,villa,-6.8695,107.4571,cimahi_baros_pasteur,4.5,1.0,,,0.8,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00174,Rumah Kembar DI kawasan wisata lembang - Three-Bedroom Villa,villa,villa,-6.8455,107.5451,cimahi_baros_pasteur,,,817398.0,Rp 817.398,0.8,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00179,The Edge by Lia - Two-Bedroom Apartment,apartment,apartment,-6.8975,107.5366,cimahi_baros_pasteur,,,489781.0,Rp 489.781,0.8,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00180,Twelve Stones at Wahoo KBP - Three-Bedroom Villa,villa,villa,-6.8692,107.4563,cimahi_baros_pasteur,,,2480589.0,Rp 2.480.589,0.8,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00181,Twelve Stones at Wahoo KBP - Three-Bedroom Villa,villa,villa,-6.8692,107.4562,cimahi_baros_pasteur,,,2478072.0,Rp 2.478.072,0.8,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00182,Villa Camp Forest by Little Bnb - Three-Bedroom Villa,villa,villa,-6.8641,107.4574,cimahi_baros_pasteur,,,3898958.0,Rp 3.898.958,0.8,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00201,Great Choice 2Br At The Edge Bandung Apartment - Deluxe Apartment,apartment,apartment,-6.8978,107.537,cimahi_baros_pasteur,,,688278.0,Rp 688.278,0.75,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00203,Homey 2Br Furnished Apartment At The Edge Bandung,apartment,apartment,-6.8975,107.5371,cimahi_baros_pasteur,,,814703.0,Rp 814.703,0.75,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00204,Modern Heights 2Br At The Edge Bandung Apartment,apartment,apartment,-6.8966,107.5369,cimahi_baros_pasteur,,,843493.0,Rp 843.493,0.75,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00205,Mountain View at The Edge,apartment,apartment,-6.8974,107.5367,cimahi_baros_pasteur,,,358164.0,Rp 358.164,0.75,high,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00208,Spacious 1Br Apartment At The Edge Cimahi Bandung,apartment,apartment,-6.897,107.5369,cimahi_baros_pasteur,,,841348.0,Rp 841.348,0.75,high,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00209,Spacious Studio The Edge Bandung Apartment By Travelio,apartment,apartment,-6.8971,107.5373,cimahi_baros_pasteur,,,488136.0,Rp 488.136,0.75,high,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00210,Tanara Home Syariah - Four-Bedroom House,vacation_rental,vacation_rental,-6.8611,107.481,cimahi_baros_pasteur,,,1869715.0,Rp 1.869.715,0.75,high,0,,Belum tersedia,missing_review_confidence,6,8,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00211,The Chic 2Br Apartment At The Edge Bandung,apartment,apartment,-6.8976,107.5372,cimahi_baros_pasteur,,,843493.0,Rp 843.493,0.75,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00218,Apartemen THE EDGE dengan pemandangan kota,apartment,apartment,-6.8978,107.5371,cimahi_baros_pasteur,,,,,0.7,medium,19,0.4338838081813514,Positif,high_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00219,Apartement The Edge by Key properti - Two-Bedroom Apartment,apartment,apartment,-6.8975,107.5378,cimahi_baros_pasteur,3.5,1.0,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00221,Bobo inn Baros The Edge,apartment,apartment,-6.8974,107.5371,cimahi_baros_pasteur,,,299344.0,Rp 299.344,0.7,medium,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00223,Casa Indigo - KBP - Three-Bedroom House,vacation_rental,vacation_rental,-6.8757,107.4727,cimahi_baros_pasteur,,,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00224,Cozy Rooms at The Edge by Lia - One-Bedroom Apartment,apartment,apartment,-6.8974,107.539,cimahi_baros_pasteur,,,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00225,Cozy Rooms at The Edge by Lia - Studio Apartment,apartment,apartment,-6.8974,107.539,cimahi_baros_pasteur,,,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00226,Cozy Rooms at The Edge by Lia - Two-Bedroom Apartment,apartment,apartment,-6.8974,107.539,cimahi_baros_pasteur,,,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00227,Cozy house @Tatar simakirana Kota baru Parahyangan - Three-Bedroom Villa,villa,villa,-6.8698,107.4557,cimahi_baros_pasteur,,,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00228,Davion House near IKEA KBP by YourHome - Three-Bedroom House,vacation_rental,vacation_rental,-6.857,107.4904,cimahi_baros_pasteur,,,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00230,Great Choice 2Br At The Edge Bandung Apartment,apartment,apartment,-6.8961,107.5356,cimahi_baros_pasteur,,,688278.0,Rp 688.278,0.7,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00232,High Livin Apartment Baros - Studio Apartment,apartment,apartment,-6.8977,107.5373,cimahi_baros_pasteur,2.5,2.0,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00234,Larisa Homestay Syariah 2 - Three-Bedroom House,guest_house,guest_house,-6.8643,107.457,cimahi_baros_pasteur,4.8504,23.0,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,5,6,medium_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00236,"Lioravilla15 KBP with private pool, very comfortable and cozy, near WHOOSH and WAHOO - Villa with Private Pool",villa,villa,-6.8744,107.472,cimahi_baros_pasteur,,,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00237,Lioravilla21 Kota Baru Parahyangan - Villa with Private Pool,villa,villa,-6.8743,107.4722,cimahi_baros_pasteur,,,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00240,Luxury Living At The Edge - Studio,apartment,apartment,-6.8974,107.5372,cimahi_baros_pasteur,,,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
